path,project_name,github_url
data/awesome/libxlsxwriter,libxlsxwriter,https://github.com/jmcnamara/libxlsxwriter
data/awesome/libxutils,libxutils,https://github.com/kala13x/libxutils
data/awesome/libzmq,libzmq,https://github.com/zeromq/libzmq
data/awesome/linenoise,linenoise,https://github.com/antirez/linenoise
data/awesome/linenoise-ng,linenoise-ng,https://github.com/arangodb/linenoise-ng
data/awesome/liquidfun,liquidfun,https://github.com/google/liquidfun
data/awesome/LLGL,LLGL,https://github.com/LukasBanana/LLGL
data/awesome/lmdbxx,lmdbxx,https://github.com/bendiken/lmdbxx
data/awesome/lodepng,lodepng,https://github.com/lvandeve/lodepng
data/awesome/log,log,https://github.com/boostorg/log
data/awesome/log4cplus,log4cplus,https://github.com/log4cplus/log4cplus
data/awesome/loguru,loguru,https://github.com/emilk/loguru
data/awesome/LSHBOX,LSHBOX,https://github.com/RSIA-LIESMARS-WHU/LSHBOX
data/awesome/LuaBridge,LuaBridge,https://github.com/vinniefalco/LuaBridge
data/awesome/LuaBridge3,LuaBridge3,https://github.com/kunitoki/LuaBridge3
data/awesome/luacxx,luacxx,https://github.com/dafrito/luacxx
data/awesome/lunasvg,lunasvg,https://github.com/sammycage/lunasvg
data/awesome/lwlog,lwlog,https://github.com/ChristianPanov/lwlog
data/awesome/Lyra,Lyra,https://github.com/bfgroup/Lyra
data/awesome/lz4,lz4,https://github.com/lz4/lz4
data/awesome/lzfse,lzfse,https://github.com/lzfse/lzfse
data/awesome/m2cgen,m2cgen,https://github.com/BayesWitnesses/m2cgen
data/awesome/Mach7,Mach7,https://github.com/solodon4/Mach7
data/awesome/madness,madness,https://github.com/m-a-d-n-e-s-s/madness
data/awesome/magic_enum,magic_enum,https://github.com/Neargye/magic_enum
data/awesome/magic_get,magic_get,https://github.com/apolukhin/magic_get
data/awesome/magnum,magnum,https://github.com/mosra/magnum
data/awesome/mailio,mailio,https://github.com/karastojko/mailio
data/awesome/marl,marl,https://github.com/google/marl
data/awesome/matplotplusplus,matplotplusplus,https://github.com/alandefreitas/matplotplusplus
data/awesome/MatX,MatX,https://github.com/NVIDIA/MatX
data/awesome/Maximilian,Maximilian,https://github.com/micknoise/Maximilian
data/awesome/mbedtls,mbedtls,https://github.com/ARMmbed/mbedtls
data/awesome/MediaInfoLib,MediaInfoLib,https://github.com/MediaArea/MediaInfoLib
data/awesome/memory,memory,https://github.com/foonathan/memory
data/awesome/memory-allocators,memory-allocators,https://github.com/mtrebi/memory-allocators
data/awesome/meta,meta,https://github.com/skypjack/meta
data/awesome/mgclient,mgclient,https://github.com/memgraph/mgclient
data/awesome/micro-gl,micro-gl,https://github.com/micro-gl/micro-gl
data/awesome/microprofile,microprofile,https://github.com/jonasmr/microprofile
data/awesome/micropython,micropython,https://github.com/micropython/micropython
data/awesome/MiLi,MiLi,https://github.com/MariadeAnton/MiLi
data/awesome/mimalloc,mimalloc,https://github.com/microsoft/mimalloc
data/awesome/minerva,minerva,https://github.com/dmlc/minerva
data/awesome/miniz,miniz,https://github.com/richgel999/miniz
data/awesome/minizip,minizip,https://github.com/nmoinvaz/minizip
data/awesome/minizip-ng,minizip-ng,https://github.com/zlib-ng/minizip-ng
data/awesome/minunit,minunit,https://github.com/siu/minunit
data/awesome/mio,mio,https://github.com/mandreyel/mio
data/awesome/mlpack,mlpack,https://github.com/mlpack/mlpack
data/awesome/moderngpu,moderngpu,https://github.com/moderngpu/moderngpu
data/awesome/mongo-c-driver,mongo-c-driver,https://github.com/mongodb/mongo-c-driver
data/awesome/mongo-cxx-driver,mongo-cxx-driver,https://github.com/mongodb/mongo-cxx-driver
data/awesome/mpqc,mpqc,https://github.com/ValeevGroup/mpqc
data/awesome/MQTT-C,MQTT-C,https://github.com/LiamBindle/MQTT-C
data/awesome/mrpt,mrpt,https://github.com/mrpt/mrpt
data/awesome/mtcp,mtcp,https://github.com/mtcp-stack/mtcp
data/awesome/muduo,muduo,https://github.com/chenshuo/muduo
data/awesome/multiprecision,multiprecision,https://github.com/boostorg/multiprecision
data/awesome/mxml,mxml,https://github.com/michaelrsweet/mxml
data/awesome/mygui,mygui,https://github.com/MyGUI/mygui
data/awesome/nameof,nameof,https://github.com/Neargye/nameof
data/awesome/nanobench,nanobench,https://github.com/martinus/nanobench
data/awesome/nanodbc,nanodbc,https://github.com/nanodbc/nanodbc
data/awesome/nanogui,nanogui,https://github.com/mitsuba-renderer/nanogui
data/awesome/nanomsg,nanomsg,https://github.com/nanomsg/nanomsg
data/awesome/nanopb,nanopb,https://github.com/nanopb/nanopb
data/awesome/nccl,nccl,https://github.com/NVIDIA/nccl
data/awesome/nCine,nCine,https://github.com/nCine/nCine
data/awesome/ncnn,ncnn,https://github.com/Tencent/ncnn
data/awesome/newton-dynamics,newton-dynamics,https://github.com/MADEAPPS/newton-dynamics
data/awesome/nghttp2,nghttp2,https://github.com/nghttp2/nghttp2
data/awesome/nghttp3,nghttp3,https://github.com/ngtcp2/nghttp3
data/awesome/ni-media,ni-media,https://github.com/NativeInstruments/ni-media
data/awesome/nng,nng,https://github.com/nanomsg/nng
data/awesome/Nuklear,Nuklear,https://github.com/Immediate-Mode-UI/Nuklear
data/awesome/NumCpp,NumCpp,https://github.com/dpilger26/NumCpp
data/awesome/o3de,o3de,https://github.com/o3de/o3de
data/awesome/oclint,oclint,https://github.com/oclint/oclint
data/awesome/ofxBox2d,ofxBox2d,https://github.com/vanderlin/ofxBox2d
data/awesome/ogre,ogre,https://github.com/OGRECave
data/awesome/oiio,oiio,https://github.com/OpenImageIO/oiio
data/awesome/oneDAL,oneDAL,https://github.com/oneapi-src/oneDAL
data/awesome/oneDNN,oneDNN,https://github.com/oneapi-src/oneDNN
data/awesome/oniguruma,oniguruma,https://github.com/kkos/oniguruma
data/awesome/onion,onion,https://github.com/davidmoreno/onion
data/awesome/onnxruntime,onnxruntime,https://github.com/microsoft/onnxruntime
data/awesome/OpenBLAS,OpenBLAS,https://github.com/xianyi/OpenBLAS
data/awesome/opencv,opencv,https://github.com/Itseez/opencv
data/awesome/openjpeg,openjpeg,https://github.com/uclouvain/openjpeg
data/awesome/openssl,openssl,https://github.com/openssl/openssl
data/awesome/OpenSubdiv,OpenSubdiv,https://github.com/PixarAnimationStudios/OpenSubdiv
data/awesome/open-watcom-v2,open-watcom-v2,https://github.com/ryanmjacobs/c
data/awesome/OpenXLSX,OpenXLSX,https://github.com/troldal/OpenXLSX
data/awesome/otfcc,otfcc,https://github.com/caryll/otfcc
data/awesome/panda3d,panda3d,https://github.com/panda3d/panda3d
data/awesome/parallel-hashmap,parallel-hashmap,https://github.com/greg7mdp/parallel-hashmap
data/awesome/parallelstl,parallelstl,https://github.com/intel/parallelstl
data/awesome/parson,parson,https://github.com/kgabis/parson
data/awesome/partio,partio,https://github.com/wdas/partio
data/awesome/PcapPlusPlus,PcapPlusPlus,https://github.com/seladb/PcapPlusPlus
data/awesome/pcl,pcl,https://github.com/PointCloudLibrary/pcl
data/awesome/PDCurses,PDCurses,https://github.com/wmcbrine/PDCurses
data/awesome/pdfio,pdfio,https://github.com/michaelrsweet/pdfio
data/awesome/PDF-Writer,PDF-Writer,https://github.com/galkahana/PDF-Writer
data/awesome/PEGTL,PEGTL,https://github.com/taocpp/PEGTL
data/awesome/PF_RING,PF_RING,https://github.com/ntop/PF_RING
data/awesome/PGM-index,PGM-index,https://github.com/gvinciguerra/PGM-index
data/awesome/phc-winner-argon2,phc-winner-argon2,https://github.com/P-H-C/phc-winner-argon2
data/awesome/PHP-CPP,PHP-CPP,https://github.com/CopernicaMarketingSoftware/PHP-CPP
data/awesome/PhysX-3.4,PhysX-3.4,https://github.com/NVIDIAGameWorks/PhysX-3.4
data/awesome/picohttpparser,picohttpparser,https://github.com/h2o/picohttpparser
data/awesome/picojson,picojson,https://github.com/kazuho/picojson
data/awesome/pire,pire,https://github.com/yandex/pire
data/awesome/PlayRho,PlayRho,https://github.com/louis-langholtz/PlayRho
data/awesome/plog,plog,https://github.com/SergiusTheBest/plog
data/awesome/pocketpy,pocketpy,https://github.com/blueloveTH/pocketpy
data/awesome/poco,poco,https://github.com/pocoproject
data/awesome/Polycode,Polycode,https://github.com/ivansafrin/Polycode
data/awesome/ponder,ponder,https://github.com/billyquith/ponder
data/awesome/popl,popl,https://github.com/badaix/popl
data/awesome/pprint,pprint,https://github.com/p-ranav/pprint
data/awesome/precice,precice,https://github.com/precice/precice
data/awesome/program_options,program_options,https://github.com/boostorg/program_options
data/awesome/promise-cpp,promise-cpp,https://github.com/xhawk18/promise-cpp
data/awesome/property_tree,property_tree,https://github.com/boostorg/property_tree
data/awesome/protobuf,protobuf,https://github.com/protocolbuffers/protobuf
data/awesome/protobuf-c,protobuf-c,https://github.com/protobuf-c/protobuf-c
data/awesome/proxygen,proxygen,https://github.com/facebook/proxygen
data/awesome/psi4,psi4,https://github.com/psi4/psi4
data/awesome/pspsdk,pspsdk,https://github.com/pspdev/pspsdk
data/awesome/pybind11,pybind11,https://github.com/pybind/pybind11
data/awesome/python,python,https://github.com/boostorg/python
data/awesome/pytorch,pytorch,https://github.com/pytorch/pytorch
data/awesome/qdjango,qdjango,https://github.com/jlaine/qdjango
data/awesome/qjson,qjson,https://github.com/flavio/qjson
data/awesome/qpp,qpp,https://github.com/vsoftco/qpp
data/awesome/QtAV,QtAV,https://github.com/wang-bin/QtAV
data/awesome/quakeforge,quakeforge,https://github.com/quakeforge/quakeforge
data/awesome/quantlib,quantlib,https://github.com/lballabio/quantlib
data/awesome/quantum,quantum,https://github.com/bloomberg/quantum
data/awesome/quill,quill,https://github.com/odygrd/quill
data/awesome/RakNet,RakNet,https://github.com/OculusVR/RakNet
data/awesome/rapidfuzz-cpp,rapidfuzz-cpp,https://github.com/rapidfuzz/rapidfuzz-cpp
data/awesome/rapidgzip,rapidgzip,https://github.com/mxmlnkn/rapidgzip
data/awesome/rapidjson,rapidjson,https://github.com/miloyip/rapidjson
data/awesome/rapidyaml,rapidyaml,https://github.com/biojppm/rapidyaml
data/awesome/re2,re2,https://github.com/google/re2
data/awesome/readerwriterqueue,readerwriterqueue,https://github.com/cameron314/readerwriterqueue
data/awesome/reaktoro,reaktoro,https://github.com/reaktoro/reaktoro
data/awesome/recastnavigation,recastnavigation,https://github.com/recastnavigation/recastnavigation
data/awesome/reckless,reckless,https://github.com/mattiasflodin/reckless
data/awesome/Recommender,Recommender,https://github.com/GHamrouni/Recommender
data/awesome/redis3m,redis3m,https://github.com/luca3m/redis3m
data/awesome/redpanda,redpanda,https://github.com/redpanda-data/redpanda
data/awesome/reflect-cpp,reflect-cpp,https://github.com/getml/reflect-cpp
data/awesome/Refureku,Refureku,https://github.com/jsoysouvanh/Refureku
data/awesome/reindexer,reindexer,https://github.com/Restream/reindexer
data/awesome/replxx,replxx,https://github.com/AmokHuginnsson/replxx
data/awesome/restbed,restbed,https://github.com/corvusoft/restbed
data/awesome/restclient-cpp,restclient-cpp,https://github.com/mrtazz/restclient-cpp
data/awesome/restinio,restinio,https://github.com/Stiffstream/restinio
data/awesome/retter,retter,https://github.com/MaciejCzyzewski/retter
data/awesome/ring-span-lite,ring-span-lite,https://github.com/martinmoene/ring-span-lite
data/awesome/rnnlib,rnnlib,https://github.com/szcom/rnnlib
data/awesome/robin-hood-hashing,robin-hood-hashing,https://github.com/martinus/robin-hood-hashing
data/awesome/robin-map,robin-map,https://github.com/Tessil/robin-map
data/awesome/rpclib,rpclib,https://github.com/rpclib/rpclib
data/awesome/rpp,rpp,https://github.com/TheNumbat/rpp
data/awesome/rttr,rttr,https://github.com/rttrorg/rttr
data/awesome/ruckig,ruckig,https://github.com/pantor/ruckig
data/awesome/s2n,s2n,https://github.com/awslabs/s2n
data/awesome/sail,sail,https://github.com/happy-sea-fox/sail
data/awesome/sajson,sajson,https://github.com/chadaustin/sajson
data/awesome/sccache,sccache,https://github.com/mozilla/sccache
data/awesome/scnlib,scnlib,https://github.com/eliaskosunen/scnlib
data/awesome/SDL,SDL,https://github.com/libsdl-org/SDL
data/awesome/sds,sds,https://github.com/antirez/sds
data/awesome/seams-core,seams-core,https://github.com/d-SEAMS/seams-core
data/awesome/seasocks,seasocks,https://github.com/mattgodbolt/seasocks
data/awesome/seastar,seastar,https://github.com/scylladb/seastar
data/awesome/sela,sela,https://github.com/sahaRatul/sela
data/awesome/semver.c,semver.c,https://github.com/h2non/semver.c
data/awesome/serial,serial,https://github.com/wjwwood/serial
data/awesome/serialization,serialization,https://github.com/boostorg/serialization
data/awesome/SFML,SFML,https://github.com/SFML/SFML
data/awesome/sha1collisiondetection,sha1collisiondetection,https://github.com/cr-marcstevens/sha1collisiondetection
data/awesome/shogun,shogun,https://github.com/shogun-toolbox/shogun
data/awesome/signals2,signals2,https://github.com/boostorg/signals2
data/awesome/simbody,simbody,https://github.com/simbody/simbody
data/awesome/Simd,Simd,https://github.com/ermig1979/Simd
data/awesome/simdjson,simdjson,https://github.com/lemire/simdjson
data/awesome/simdutf,simdutf,https://github.com/simdutf/simdutf
data/awesome/simple-binary-encoding,simple-binary-encoding,https://github.com/real-logic/simple-binary-encoding
data/awesome/simple_enum,simple_enum,https://github.com/arturbac/simple_enum
data/awesome/simpleini,simpleini,https://github.com/brofield/simpleini
data/awesome/simple-rpc-cpp,simple-rpc-cpp,https://github.com/pearu/simple-rpc-cpp
data/awesome/SimSIMD,SimSIMD,https://github.com/ashvardanian/SimSIMD
data/awesome/skia,skia,https://github.com/google/skia
data/awesome/slint,slint,https://github.com/slint-ui/slint
data/awesome/smaz,smaz,https://github.com/antirez/smaz
data/awesome/snitch,snitch,https://github.com/cschreib/snitch
data/awesome/snmalloc,snmalloc,https://github.com/microsoft/snmalloc
data/awesome/sobjectizer,sobjectizer,https://github.com/Stiffstream/sobjectizer
data/awesome/soci,soci,https://github.com/SOCI/soci
data/awesome/sofa,sofa,https://github.com/sofa-framework/sofa
data/awesome/sol2,sol2,https://github.com/ThePhD/sol2
data/awesome/sonic-cpp,sonic-cpp,https://github.com/bytedance/sonic-cpp
data/awesome/sparsepp,sparsepp,https://github.com/greg7mdp/sparsepp
data/awesome/spdlog,spdlog,https://github.com/gabime/spdlog
data/awesome/speedb,speedb,https://github.com/speedb-io/speedb
data/awesome/sphinx,sphinx,https://github.com/sphinx-doc/sphinx
data/awesome/spring,spring,https://github.com/spring/spring
data/awesome/SQLiteCpp,SQLiteCpp,https://github.com/SRombauts/SQLiteCpp
data/awesome/sqlite_modern_cpp,sqlite_modern_cpp,https://github.com/SqliteModernCpp/sqlite_modern_cpp
data/awesome/sqlite_orm,sqlite_orm,https://github.com/fnc12/sqlite_orm
data/awesome/sqlpp11,sqlpp11,https://github.com/rbock/sqlpp11
data/awesome/sregex,sregex,https://github.com/openresty/sregex
data/awesome/srpc,srpc,https://github.com/sogou/srpc
data/awesome/ssp,ssp,https://github.com/red0124/ssp
data/awesome/Stage,Stage,https://github.com/rtv/Stage
data/awesome/stb,stb,https://github.com/nothings/stb
data/awesome/stdgpu,stdgpu,https://github.com/stotko/stdgpu
data/awesome/stdman,stdman,https://github.com/jeaye/stdman
data/awesome/StringZilla,StringZilla,https://github.com/ashvardanian/StringZilla
data/awesome/st_tree,st_tree,https://github.com/erikerlandson/st_tree
data/awesome/svector,svector,https://github.com/martinus/svector
data/awesome/swift-corelibs-libdispatch,swift-corelibs-libdispatch,https://github.com/apple/swift-corelibs-libdispatch
data/awesome/swig,swig,https://github.com/swig/swig
data/awesome/symengine,symengine,https://github.com/symengine/symengine
data/awesome/tabulate,tabulate,https://github.com/p-ranav/tabulate
data/awesome/taglib,taglib,https://github.com/taglib/taglib
data/awesome/taskflow,taskflow,https://github.com/taskflow/taskflow
data/awesome/tbox,tbox,https://github.com/tboox/tbox
data/awesome/tcmalloc,tcmalloc,https://github.com/google/tcmalloc
data/awesome/termbox,termbox,https://github.com/nsf/termbox
data/awesome/TermOx,TermOx,https://github.com/a-n-t-h-o-n-y/TermOx
data/awesome/test,test,https://github.com/boostorg/test
data/awesome/tgc,tgc,https://github.com/orangeduck/tgc
data/awesome/TGUI,TGUI,https://github.com/texus/TGUI
data/awesome/themis,themis,https://github.com/cossacklabs/themis
data/awesome/thorvg,thorvg,https://github.com/thorvg/thorvg
data/awesome/ticpp,ticpp,https://github.com/rjpcomputing/ticpp
data/awesome/tigerbeetle-cpp,tigerbeetle-cpp,https://github.com/kassane/tigerbeetle-cpp
data/awesome/TileDB,TileDB,https://github.com/TileDB-Inc/TileDB
data/awesome/tink,tink,https://github.com/google/tink
data/awesome/tiny-AES-c,tiny-AES-c,https://github.com/kokke/tiny-AES-c
data/awesome/tinydng,tinydng,https://github.com/syoyo/tinydng
data/awesome/tiny-dnn,tiny-dnn,https://github.com/tiny-dnn/tiny-dnn
data/awesome/TinyEXIF,TinyEXIF,https://github.com/cdcseacave/TinyEXIF
data/awesome/tinyexpr,tinyexpr,https://github.com/codeplea/tinyexpr
data/awesome/TinyORM,TinyORM,https://github.com/silverqx/TinyORM
data/awesome/tinyspline,tinyspline,https://github.com/msteinbeck/tinyspline
data/awesome/TinyTIFF,TinyTIFF,https://github.com/jkriege2/TinyTIFF
data/awesome/tinyvm,tinyvm,https://github.com/jakogut/tinyvm
data/awesome/tinyxml2,tinyxml2,https://github.com/leethomason/tinyxml2
data/awesome/tlse,tlse,https://github.com/eduardsui/tlse
data/awesome/toml11,toml11,https://github.com/ToruNiina/toml11
data/awesome/tomlplusplus,tomlplusplus,https://github.com/marzer/tomlplusplus
data/awesome/torch7,torch7,https://github.com/torch/torch7
data/awesome/Torque2D,Torque2D,https://github.com/TorqueGameEngines/Torque2D
data/awesome/Torque3D,Torque3D,https://github.com/TorqueGameEngines/Torque3D
data/awesome/toy,toy,https://github.com/hugoam/toy
data/awesome/tquic,tquic,https://github.com/tencent/tquic
data/awesome/transwarp,transwarp,https://github.com/bloomen/transwarp
data/awesome/tree.hh,tree.hh,https://github.com/kpeeters/tree.hh
data/awesome/Trilinos,Trilinos,https://github.com/trilinos/Trilinos
data/awesome/trytouca,trytouca,https://github.com/trytouca/trytouca
data/awesome/tsmp,tsmp,https://github.com/fabian-jung/tsmp
data/awesome/tufao,tufao,https://github.com/vinipsmaker/tufao
data/awesome/tundra,tundra,https://github.com/deplinenoise/tundra
data/awesome/txiki.js,txiki.js,https://github.com/saghul/txiki.js
data/awesome/ucall,ucall,https://github.com/unum-cloud/ucall
data/awesome/ultrajson,ultrajson,https://github.com/ultrajson/ultrajson
data/awesome/uncrustify,uncrustify,https://github.com/uncrustify/uncrustify
data/awesome/uni-algo,uni-algo,https://github.com/uni-algo/uni-algo
data/awesome/unittest-cpp,unittest-cpp,https://github.com/unittest-cpp/unittest-cpp
data/awesome/Unity,Unity,https://github.com/ThrowTheSwitch/Unity
data/awesome/universal,universal,https://github.com/stillwater-sc/universal
data/awesome/unordered_dense,unordered_dense,https://github.com/martinus/unordered_dense
data/awesome/unqlite,unqlite,https://github.com/symisc/unqlite
data/awesome/Urho3D,Urho3D,https://github.com/urho3d/Urho3D
data/awesome/uri,uri,https://github.com/cpp-netlib/uri
data/awesome/uriparser,uriparser,https://github.com/uriparser/uriparser
data/awesome/usearch,usearch,https://github.com/unum-cloud/usearch
data/awesome/ustore,ustore,https://github.com/unum-cloud/ustore
data/awesome/ut,ut,https://github.com/boost-experimental/ut
data/awesome/utest.h,utest.h,https://github.com/sheredom/utest.h
data/awesome/utf8proc,utf8proc,https://github.com/JuliaStrings/utf8proc
data/awesome/uvw,uvw,https://github.com/skypjack/uvw
data/awesome/uWebSockets,uWebSockets,https://github.com/uNetworking/uWebSockets
data/awesome/v7,v7,https://github.com/cesanta/v7
data/awesome/v8pp,v8pp,https://github.com/pmed/v8pp
data/awesome/vartypes,vartypes,https://github.com/szi/vartypes
data/awesome/Vc,Vc,https://github.com/VcDevel/Vc
data/awesome/vcflib,vcflib,https://github.com/ekg/vcflib
data/awesome/vcpkg,vcpkg,https://github.com/microsoft/vcpkg
data/awesome/veles,veles,https://github.com/Samsung/veles
data/awesome/velox,velox,https://github.com/facebookincubator/velox
data/awesome/verovio,verovio,https://github.com/rism-ch/verovio
data/awesome/vexcl,vexcl,https://github.com/ddemidov/vexcl
data/awesome/vigra,vigra,https://github.com/ukoethe/vigra
data/awesome/vireo,vireo,https://github.com/twitter/vireo
data/awesome/vlfeat,vlfeat,https://github.com/vlfeat/vlfeat
data/awesome/vpp,vpp,https://github.com/matt-42/vpp
data/awesome/WAFer,WAFer,https://github.com/riolet/WAFer
data/awesome/wagyu,wagyu,https://github.com/mapbox/wagyu
data/awesome/wangle,wangle,https://github.com/facebook/wangle
data/awesome/wav2letter,wav2letter,https://github.com/facebookresearch/wav2letter
data/awesome/wavelib,wavelib,https://github.com/rafat/wavelib
data/awesome/wdt,wdt,https://github.com/facebook/wdt
data/awesome/websocketpp,websocketpp,https://github.com/zaphoyd/websocketpp
data/awesome/wfrest,wfrest,https://github.com/wfrest/wfrest
data/awesome/wham,wham,https://github.com/zeeev/wham
data/awesome/wildcards,wildcards,https://github.com/zemasoft/wildcards
data/awesome/workflow,workflow,https://github.com/sogou/workflow
data/awesome/xalan-c,xalan-c,https://github.com/apache/xalan-c
data/awesome/xlsxio,xlsxio,https://github.com/brechtsanders/xlsxio
data/awesome/xray-16,xray-16,https://github.com/OpenXRay/xray-16
data/awesome/xtensor,xtensor,https://github.com/xtensor-stack/xtensor
data/awesome/yajl,yajl,https://github.com/lloyd/yajl
data/awesome/yaml-cpp,yaml-cpp,https://github.com/jbeder/yaml-cpp
data/awesome/yarp,yarp,https://github.com/robotology/yarp
data/awesome/yocto-gl,yocto-gl,https://github.com/xelatihy/yocto-gl
data/awesome/yomm11,yomm11,https://github.com/nothings/single_file_libs
data/awesome/yomm2,yomm2,https://github.com/jll63/yomm2
data/awesome/yue,yue,https://github.com/yue/yue
data/awesome/yyjson,yyjson,https://github.com/ibireme/yyjson
data/awesome/zlib-ng,zlib-ng,https://github.com/zlib-ng/zlib-ng
data/awesome/zstd,zstd,https://github.com/facebook/zstd
